Target_genes	Mlxipl|Average	SRX15941723|Liver	SRX15941725|Liver	SRX6099407|Liver	SRX6099408|Liver	SRX6099409|Liver	SRX6099410|Liver	SRX6099411|Liver	SRX6099412|Liver	SRX6099413|Liver	SRX6099414|Liver	SRX6099415|Liver	SRX6099416|Liver	SRX6099417|Liver	SRX6099418|Liver	STRING
Grina	23.857143	0	0	0	0	0	0	0	191	0	143	0	0	0	0	0
Fbxo25	23.857143	0	0	0	0	0	0	0	120	0	116	0	98	0	0	0
F9	23.857143	0	0	0	0	0	0	105	229	0	0	0	0	0	0	0
Trip11	23.785714	0	0	0	0	0	0	0	0	97	89	0	0	0	147	0
Rell2	23.785714	0	0	0	0	0	0	0	132	0	201	0	0	0	0	0
Mlycd	23.785714	0	0	0	0	0	0	0	147	112	74	0	0	0	0	0
Lrrc58	23.785714	0	0	0	0	0	0	184	149	0	0	0	0	0	0	0
Hdac3	23.785714	0	0	0	0	0	0	0	132	0	201	0	0	0	0	0
Eef1akmt4-ece2	23.785714	0	0	0	0	0	0	0	144	101	88	0	0	0	0	0
Eef1akmt4	23.785714	0	0	0	0	0	0	0	144	101	88	0	0	0	0	0
Chmp5	23.785714	0	0	0	0	0	0	0	169	0	164	0	0	0	0	0
Bag1	23.785714	0	0	0	0	0	0	0	169	0	164	0	0	0	0	0
Alg3	23.785714	0	0	0	0	0	0	0	144	101	88	0	0	0	0	0
Ppie	23.714286	0	0	0	0	0	0	0	110	0	82	0	140	0	0	0
Klhl20	23.714286	0	0	0	0	0	0	0	0	92	113	0	0	0	127	0
Zfp2	23.642857	0	0	0	0	0	0	0	0	0	115	0	121	0	95	0
Wasl	23.642857	0	0	0	0	0	0	0	0	179	152	0	0	0	0	0
Syce2	23.642857	0	0	0	0	0	0	0	203	0	0	0	128	0	0	0
Piezo1	23.642857	0	0	0	0	0	0	0	0	202	0	0	129	0	0	0
Arfip1	23.642857	0	0	0	0	0	0	0	124	85	122	0	0	0	0	0
Slc11a1	23.571429	0	0	0	0	0	0	0	175	0	155	0	0	0	0	0
Dtd1	23.571429	0	0	0	0	0	0	0	90	0	0	111	129	0	0	0
Cln6	23.571429	0	0	0	0	0	0	116	214	0	0	0	0	0	0	0
Ces2g	23.571429	0	0	0	0	0	0	105	141	0	84	0	0	0	0	0
Cdk9	23.571429	0	0	0	0	0	0	0	118	91	0	121	0	0	0	0
Magoh	23.500000	0	0	0	0	0	0	0	0	91	118	0	0	0	120	0
Il1r2	23.500000	0	0	0	0	0	0	0	140	0	0	0	189	0	0	0
Tut1	23.428571	0	0	0	0	0	0	0	0	0	208	0	120	0	0	0
Trappc2l	23.428571	0	0	0	0	0	0	0	206	0	122	0	0	0	0	0
Psmd7	23.428571	0	0	0	0	0	0	0	0	0	171	0	157	0	0	0
Klhl18	23.428571	0	0	0	0	0	0	0	130	69	129	0	0	0	0	0
Kif9	23.428571	0	0	0	0	0	0	0	130	69	129	0	0	0	0	0
Galns	23.428571	0	0	0	0	0	0	0	206	0	122	0	0	0	0	0
Fam107b	23.428571	0	0	0	0	0	0	0	187	0	141	0	0	0	0	0
Elovl1	23.428571	0	0	0	0	0	0	0	138	0	190	0	0	0	0	0
Dctn1	23.428571	0	0	0	0	0	0	174	0	154	0	0	0	0	0	0
Tmem79	23.357143	0	0	0	0	0	0	138	0	0	93	0	96	0	0	0
Smg5	23.357143	0	0	0	0	0	0	138	0	0	93	0	96	0	0	0
Slx1b	23.357143	0	0	0	0	0	0	148	179	0	0	0	0	0	0	0
Mmaa	23.357143	0	0	0	0	0	0	91	0	125	111	0	0	0	0	0
H3c3	23.357143	0	0	0	0	0	0	0	0	0	0	125	202	0	0	0
H2bc3	23.357143	0	0	0	0	0	0	0	0	0	0	125	202	0	0	0
Bola2	23.357143	0	0	0	0	0	0	148	179	0	0	0	0	0	0	0
Anp32b	23.357143	0	0	0	0	0	0	0	0	0	0	144	183	0	0	0
Zfp428	23.285714	0	0	0	0	0	0	107	219	0	0	0	0	0	0	0
Sp4	23.285714	133	0	0	0	0	0	0	91	0	102	0	0	0	0	0
Rap1gds1	23.285714	0	0	0	0	0	0	148	94	0	84	0	0	0	0	0
Fggy	23.285714	0	0	0	0	0	0	0	172	0	154	0	0	0	0	0
Sass6	23.214286	0	0	0	0	0	0	0	0	128	197	0	0	0	0	0
Rnf10	23.214286	0	0	0	0	0	0	0	175	0	150	0	0	0	0	0
Rab9	23.214286	0	0	0	0	0	0	0	118	0	105	0	102	0	0	0
Lsm10	23.214286	0	0	0	0	0	0	0	162	0	163	0	0	0	0	0
Gm4952	23.214286	108	0	0	0	0	0	0	0	0	0	0	99	0	118	0
Desi2	23.214286	0	0	0	0	0	0	86	139	100	0	0	0	0	0	0
Asl	23.214286	0	0	0	0	0	0	0	158	0	0	0	0	0	167	0
2610528J11Rik	23.214286	0	0	0	0	0	0	0	172	0	153	0	0	0	0	0
Zbtb5	23.142857	0	0	0	0	0	0	0	0	116	208	0	0	0	0	0
Tdp2	23.142857	0	0	0	0	0	0	159	165	0	0	0	0	0	0	0
Dapk3	23.142857	0	0	0	0	0	0	0	0	0	222	0	0	0	102	0
Amacr	23.142857	0	0	0	0	0	0	0	103	126	0	0	95	0	0	0
Acot13	23.142857	0	0	0	0	0	0	159	165	0	0	0	0	0	0	0
Pcbp2	23.071429	0	0	0	0	0	0	0	0	112	211	0	0	0	0	0
Mon1b	23.071429	0	0	0	0	0	0	0	0	158	165	0	0	0	0	0
Cluap1	23.071429	0	0	0	0	0	0	0	119	104	100	0	0	0	0	0
Arfgef2	23.071429	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0
1700037C18Rik	23.071429	0	0	0	0	0	0	0	119	104	100	0	0	0	0	0
Vnn1	23.000000	0	0	0	0	0	0	0	0	168	0	0	154	0	0	0
Podnl1	23.000000	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0
Plaa	23.000000	0	0	0	0	0	0	0	0	0	161	0	0	0	161	0
Utp15	22.928571	0	0	0	0	0	0	108	0	0	213	0	0	0	0	0
Tmem86b	22.928571	0	0	0	0	0	0	0	189	0	132	0	0	0	0	0
S1pr4	22.928571	0	0	0	0	0	0	0	0	143	178	0	0	0	0	0
Ncln	22.928571	0	0	0	0	0	0	0	0	143	178	0	0	0	0	0
Lif	22.928571	0	0	0	0	0	0	0	0	135	186	0	0	0	0	0
Dctn6	22.928571	0	0	0	0	0	0	0	199	0	122	0	0	0	0	0
Cdk5rap3	22.928571	0	0	0	0	0	0	0	118	0	128	0	0	75	0	0
Ankra2	22.928571	0	0	0	0	0	0	108	0	0	213	0	0	0	0	0
Slc17a1	22.857143	0	0	0	0	0	0	0	194	0	126	0	0	0	0	0
Pls1	22.857143	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
Litaf	22.857143	0	0	0	0	0	0	172	0	0	148	0	0	0	0	0
Hbs1l	22.857143	130	0	0	0	0	0	0	84	106	0	0	0	0	0	0
Fam53a	22.857143	0	0	0	0	0	0	0	160	0	160	0	0	0	0	0
Cd1d1	22.857143	0	0	0	0	0	0	0	143	0	0	0	177	0	0	0
Adamtsl2	22.857143	0	0	0	0	0	0	0	90	0	113	0	0	0	117	0
Spag9	22.785714	0	0	0	0	0	0	104	215	0	0	0	0	0	0	0
Slc35f5	22.785714	0	0	0	0	0	0	0	121	105	93	0	0	0	0	0
Sh3pxd2a	22.785714	0	0	0	0	0	0	0	122	0	0	0	0	0	197	0
Prrt2	22.785714	0	0	0	0	0	0	0	90	0	101	0	128	0	0	0
Parp1	22.785714	0	0	0	0	0	0	105	128	86	0	0	0	0	0	0
Mcu	22.785714	0	0	0	0	0	0	0	77	125	117	0	0	0	0	0
Grk6	22.785714	0	0	0	0	0	0	0	0	115	204	0	0	0	0	0
Tm9sf4	22.714286	0	0	0	0	0	0	0	0	0	189	0	129	0	0	0
Spa17	22.714286	0	0	0	0	0	0	0	0	150	168	0	0	0	0	0
Sik3	22.714286	0	0	0	0	0	0	120	198	0	0	0	0	0	0	0
Siae	22.714286	0	0	0	0	0	0	0	0	150	168	0	0	0	0	0
Prom1	22.714286	0	0	0	0	0	0	141	177	0	0	0	0	0	0	0
Pafah1b2	22.714286	0	0	0	0	0	0	120	198	0	0	0	0	0	0	0
Larp4	22.714286	0	0	0	0	0	0	0	108	0	128	0	0	0	82	0
Sltm	22.642857	0	0	0	0	0	0	99	107	111	0	0	0	0	0	0
Raly	22.642857	0	0	0	0	0	0	0	135	0	182	0	0	0	0	0
Ndufs2	22.642857	0	0	0	0	0	0	0	172	145	0	0	0	0	0	0
Krt4	22.642857	134	0	0	0	0	0	0	0	0	0	89	94	0	0	0
Chd8	22.642857	0	0	0	0	0	0	0	135	92	90	0	0	0	0	0
Adamts4	22.642857	0	0	0	0	0	0	0	172	145	0	0	0	0	0	0
Zfp939	22.571429	113	0	0	0	0	0	0	0	102	0	0	101	0	0	0
Zfc3h1	22.571429	0	0	0	0	0	0	0	97	0	0	0	116	0	103	0
Tmem53	22.571429	0	0	0	0	0	0	0	136	0	180	0	0	0	0	0
Thap2	22.571429	0	0	0	0	0	0	0	97	0	0	0	116	0	103	0
Srrd	22.571429	0	0	0	0	0	0	170	0	0	0	0	0	0	146	0
Hps4	22.571429	0	0	0	0	0	0	170	0	0	0	0	0	0	146	0
Etfrf1	22.571429	0	0	0	0	0	0	0	161	0	155	0	0	0	0	0
Dennd4b	22.571429	0	0	0	0	0	0	0	0	0	164	0	152	0	0	0
Casc1	22.571429	0	0	0	0	0	0	0	161	0	155	0	0	0	0	0
Armh1	22.571429	0	0	0	0	0	0	0	136	0	180	0	0	0	0	0
Ap1g1	22.571429	0	0	0	0	0	0	0	188	0	128	0	0	0	0	0
Afp	22.571429	0	0	0	0	0	0	0	203	0	113	0	0	0	0	0
Zfpl1	22.500000	0	0	0	0	0	0	0	0	0	207	0	0	0	108	0
Rfx1	22.500000	0	0	0	0	0	0	0	72	122	121	0	0	0	0	0
Rela	22.500000	0	0	0	0	0	0	0	0	0	0	0	134	0	181	0
Map3k21	22.500000	0	0	0	0	0	0	0	120	0	195	0	0	0	0	0
Gm45623	22.500000	0	0	0	0	0	0	0	172	0	143	0	0	0	0	0
Cdca5	22.500000	0	0	0	0	0	0	0	0	0	207	0	0	0	108	0
Zfp142	22.428571	0	0	0	0	0	0	80	92	0	142	0	0	0	0	0
Pacsin1	22.428571	0	0	0	0	0	0	0	0	166	148	0	0	0	0	0
Mpc1	22.428571	0	0	0	0	0	0	98	119	0	97	0	0	0	0	0
Dhx16	22.428571	0	0	0	0	0	0	0	0	143	171	0	0	0	0	0
Bcs1l	22.428571	0	0	0	0	0	0	80	92	0	142	0	0	0	0	0
Arl9	22.428571	0	0	0	0	0	0	0	0	0	0	0	136	0	178	0
Mff	22.357143	0	0	0	0	0	0	0	130	0	0	0	93	0	90	0
Zfp346	22.285714	0	0	0	0	0	0	0	0	167	145	0	0	0	0	0
Zcchc17	22.285714	0	0	0	0	0	0	0	0	119	193	0	0	0	0	0
Uimc1	22.285714	0	0	0	0	0	0	0	0	167	145	0	0	0	0	0
Sulf2	22.285714	124	0	0	0	0	0	0	0	0	102	0	0	0	86	0
Snrnp40	22.285714	0	0	0	0	0	0	0	0	119	193	0	0	0	0	0
Smco4	22.285714	0	0	0	0	0	0	140	172	0	0	0	0	0	0	0
Eif1ad	22.285714	0	0	0	0	0	0	0	82	0	89	0	0	0	141	0
Banf1	22.285714	0	0	0	0	0	0	0	82	0	89	0	0	0	141	0
Map2k5	22.214286	0	0	0	0	0	0	0	180	131	0	0	0	0	0	0
Glce	22.214286	0	0	0	0	0	0	0	133	0	178	0	0	0	0	0
Fam227a	22.214286	0	0	0	0	0	0	0	0	0	154	0	0	0	157	0
Cby1	22.214286	0	0	0	0	0	0	0	0	0	154	0	0	0	157	0
Zmat2	22.142857	0	0	0	0	0	0	0	0	116	194	0	0	0	0	0
Snx14	22.142857	0	0	0	0	0	0	0	122	0	188	0	0	0	0	0
Rad51ap2	22.142857	0	0	0	0	0	0	0	0	0	0	0	173	0	137	0
Nudt12	22.142857	0	0	0	0	0	0	145	165	0	0	0	0	0	0	0
Nrp1	22.142857	0	0	0	0	0	0	165	145	0	0	0	0	0	0	0
Farp1	22.142857	0	0	0	0	0	0	159	151	0	0	0	0	0	0	0
Actr2	22.142857	0	0	0	0	0	0	0	133	0	177	0	0	0	0	0
Ptpn6	22.071429	0	0	0	0	0	0	0	0	0	159	0	150	0	0	0
Ppp1r18	22.071429	0	0	0	0	0	0	0	0	0	153	0	156	0	0	0
Gpc3	22.071429	0	0	0	0	0	0	0	0	0	0	130	179	0	0	0
Gm5591	22.071429	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb2	22.071429	0	0	0	0	0	0	0	165	0	0	0	0	0	144	0
Cct2	22.071429	0	0	0	0	0	0	0	0	0	130	0	179	0	0	0
Azgp1	22.071429	154	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Ring1	22.000000	0	0	0	0	0	0	0	110	0	0	0	108	0	90	0
Pde9a	22.000000	161	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Gsr	22.000000	0	0	0	0	0	0	148	160	0	0	0	0	0	0	0
Eppk1	22.000000	0	0	0	0	0	0	0	194	0	114	0	0	0	0	0
BC024139	22.000000	0	0	0	0	0	0	0	194	0	114	0	0	0	0	0
Sugp1	21.928571	0	0	0	0	0	0	0	143	0	164	0	0	0	0	0
Klhdc8a	21.928571	0	0	0	0	0	0	82	81	0	0	0	144	0	0	0
Gm11437	21.928571	0	0	0	0	0	0	0	155	0	0	0	0	0	152	0
Edn1	21.928571	0	0	0	0	0	0	0	0	0	0	145	162	0	0	0
Adsl	21.928571	0	0	0	0	0	0	0	0	0	177	130	0	0	0	0
Ap1b1	21.857143	0	0	0	0	0	0	0	86	0	220	0	0	0	0	0
Acat1	21.857143	0	0	0	0	0	0	0	146	0	160	0	0	0	0	0
Niban3	21.785714	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0
Eif2ak4	21.785714	0	0	0	0	0	0	0	115	0	190	0	0	0	0	0
Shox2	21.714286	0	0	0	0	0	0	0	0	0	0	103	201	0	0	0
Fbp2	21.714286	0	0	0	0	0	0	0	0	0	0	0	158	0	146	0
Bcl2l12	21.714286	0	0	0	0	0	0	0	120	0	184	0	0	0	0	0
B3gat3	21.714286	0	0	0	0	0	0	0	0	0	0	86	218	0	0	0
Zfp157	21.642857	0	0	0	0	0	0	0	0	0	0	142	161	0	0	0
Fbxo48	21.642857	0	0	0	0	0	0	0	0	155	148	0	0	0	0	0
Ank	21.642857	0	0	0	0	0	0	0	153	0	150	0	0	0	0	0
Actn1	21.642857	0	0	0	0	0	0	0	114	104	85	0	0	0	0	0
Prkar1b	21.571429	0	0	0	0	0	0	0	140	0	162	0	0	0	0	0
Lmna	21.571429	148	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Gins1	21.571429	0	0	0	0	0	0	0	180	0	122	0	0	0	0	0
Fam81a	21.571429	0	0	0	0	0	0	0	0	0	184	0	118	0	0	0
Dnaaf5	21.571429	0	0	0	0	0	0	0	140	0	162	0	0	0	0	0
Utp3	21.500000	0	0	0	0	0	0	0	0	100	93	0	0	0	108	0
Upp1	21.500000	0	0	0	0	0	0	0	0	0	127	0	174	0	0	0
Pin1	21.500000	0	0	0	0	0	0	119	0	0	182	0	0	0	0	0
P3h1	21.500000	0	0	0	0	0	0	0	0	120	181	0	0	0	0	0
Hsf1	21.500000	0	0	0	0	0	0	150	151	0	0	0	0	0	0	0
Frg2f1	21.500000	0	0	0	0	0	0	0	187	0	0	0	114	0	0	0
Foxj3	21.500000	0	0	0	0	0	0	0	187	0	0	0	114	0	0	0
Bop1	21.500000	0	0	0	0	0	0	150	151	0	0	0	0	0	0	0
AU022252	21.500000	0	0	0	0	0	0	0	0	120	181	0	0	0	0	0
Rrh	21.428571	0	0	0	0	0	0	134	166	0	0	0	0	0	0	0
Nadk2	21.428571	0	0	0	0	0	0	100	0	80	120	0	0	0	0	0
Dpysl5	21.428571	0	0	0	0	0	0	0	0	0	0	0	84	108	108	0
Cgas	21.428571	0	0	0	0	0	0	0	0	0	0	134	166	0	0	0
Cep250	21.428571	0	0	0	0	0	0	0	0	0	155	0	145	0	0	0
Zfp28	21.357143	0	0	0	0	0	0	0	179	0	0	0	120	0	0	0
Tln1	21.357143	0	0	0	0	0	0	0	101	95	103	0	0	0	0	0
Defb1	21.357143	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0
Creb3	21.357143	0	0	0	0	0	0	0	101	95	103	0	0	0	0	0
Cbx4	21.357143	0	0	0	0	0	0	0	159	0	140	0	0	0	0	0
Cab39	21.357143	168	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Asxl3	21.357143	0	0	0	0	0	0	0	120	0	0	0	179	0	0	0
Tom1l1	21.285714	0	0	0	0	0	0	105	193	0	0	0	0	0	0	0
Snrpc	21.285714	0	0	0	0	0	0	179	119	0	0	0	0	0	0	0
Cd63	21.285714	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0
Psma6	21.214286	0	0	0	0	0	0	0	0	131	166	0	0	0	0	0
Mrpl1	21.214286	0	0	0	0	0	0	0	200	0	97	0	0	0	0	0
Gimap5	21.214286	0	0	0	0	0	0	138	159	0	0	0	0	0	0	0
Gimap1	21.214286	0	0	0	0	0	0	138	159	0	0	0	0	0	0	0
Ucp2	21.142857	0	0	0	0	0	0	0	0	0	0	133	163	0	0	0
Shfl	21.142857	0	0	0	0	0	0	92	0	0	0	0	204	0	0	0
Sec24d	21.142857	0	0	0	0	0	0	0	70	0	129	0	0	0	97	0
Rabgap1	21.142857	0	0	0	0	0	0	0	179	0	117	0	0	0	0	0
Pias1	21.142857	0	0	0	0	0	0	93	105	0	0	0	0	0	98	0
Pde4b	21.142857	0	0	0	0	0	0	0	195	0	0	0	0	0	101	0
Nutf2	21.142857	0	0	0	0	0	0	0	0	134	162	0	0	0	0	0
Gtf2a2	21.142857	0	0	0	0	0	0	0	94	0	0	0	0	100	102	0
Adipor1	21.142857	0	0	0	0	0	0	0	0	158	138	0	0	0	0	0
Polr1d	21.071429	0	0	0	0	0	0	110	185	0	0	0	0	0	0	0
Endov	21.071429	0	0	0	0	0	0	0	0	108	187	0	0	0	0	0
Trmt1l	21.000000	0	0	0	0	0	0	0	177	0	117	0	0	0	0	0
Tomm70a	21.000000	0	0	0	0	0	0	0	135	78	81	0	0	0	0	0
Swt1	21.000000	0	0	0	0	0	0	0	177	0	117	0	0	0	0	0
Sfi1	21.000000	0	0	0	0	0	0	0	84	0	0	0	95	0	115	0
Micu2	21.000000	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0
Eif4enif1	21.000000	0	0	0	0	0	0	0	84	0	0	0	95	0	115	0
Ddb2	21.000000	0	0	0	0	0	0	0	0	116	178	0	0	0	0	0
Cox7a2l	21.000000	0	0	0	0	0	0	0	125	0	169	0	0	0	0	0
Btg1	21.000000	0	0	0	0	0	0	0	127	0	83	0	0	0	84	0
Usp39	20.928571	0	0	0	0	0	0	0	101	97	95	0	0	0	0	0
Ubtf	20.928571	0	0	0	0	0	0	0	0	0	0	0	174	0	119	0
Ncam2	20.928571	0	0	0	0	0	0	0	0	0	0	162	0	0	131	0
Mief1	20.928571	0	0	0	0	0	0	83	0	115	95	0	0	0	0	0
Gtf2ird1	20.928571	0	0	0	0	0	0	0	187	0	0	106	0	0	0	0
0610030E20Rik	20.928571	0	0	0	0	0	0	0	101	97	95	0	0	0	0	0
Slc16a10	20.857143	0	0	0	0	0	0	0	0	126	166	0	0	0	0	0
Rab4b	20.857143	0	0	0	0	0	0	0	0	0	162	0	130	0	0	0
Nbn	20.857143	0	0	0	0	0	0	0	0	0	79	140	0	0	73	0
Myocos	20.857143	0	0	0	0	0	0	0	161	131	0	0	0	0	0	0
Mia	20.857143	0	0	0	0	0	0	0	0	0	162	0	130	0	0	0
Mcrs1	20.857143	0	0	0	0	0	0	0	120	0	172	0	0	0	0	0
Fam13b	20.857143	0	0	0	0	0	0	0	177	115	0	0	0	0	0	0
Zbtb11	20.785714	0	0	0	0	0	0	0	0	0	0	135	0	0	156	0
Snrnp70	20.785714	0	0	0	0	0	0	0	110	0	181	0	0	0	0	0
Sdccag8	20.785714	0	0	0	0	0	0	0	0	0	0	0	154	0	137	0
Cep170	20.785714	0	0	0	0	0	0	0	0	0	0	0	154	0	137	0
Arid1b	20.785714	0	0	0	0	0	0	0	0	0	179	0	0	0	112	0
Ssbp3	20.714286	0	0	0	0	0	0	0	189	0	0	0	0	0	101	0
Rap2a	20.714286	0	0	0	0	0	0	0	0	131	159	0	0	0	0	0
Ncbp3	20.714286	0	0	0	0	0	0	0	158	0	132	0	0	0	0	0
Glyat	20.714286	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0
Slc35a3	20.642857	0	0	0	0	0	0	84	98	0	107	0	0	0	0	0
Pstpip2	20.642857	0	0	0	0	0	0	187	0	0	102	0	0	0	0	0
Pacs2	20.642857	0	0	0	0	0	0	0	121	0	168	0	0	0	0	0
Cfap54	20.642857	141	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Canx	20.642857	176	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Sptlc2	20.571429	0	0	0	0	0	0	0	104	0	184	0	0	0	0	0
Spr	20.571429	0	0	0	0	0	0	0	126	87	75	0	0	0	0	0
Ensa	20.571429	0	0	0	0	0	0	0	132	0	156	0	0	0	0	0
Aven	20.571429	0	0	0	0	0	0	0	131	0	157	0	0	0	0	0
Rnd1	20.500000	0	0	0	0	0	0	173	0	0	114	0	0	0	0	0
Hlf	20.500000	84	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Clns1a	20.500000	0	0	0	0	0	0	0	0	0	0	0	146	0	141	0
Aqp9	20.500000	0	0	0	0	0	0	0	166	0	121	0	0	0	0	0
Akirin2	20.500000	0	0	0	0	0	0	0	0	0	171	0	116	0	0	0
Syngr1	20.428571	0	0	0	0	0	0	0	0	0	0	0	139	0	147	0
Hnrnpa3	20.428571	0	0	0	0	0	0	0	97	91	98	0	0	0	0	0
C1rb	20.428571	0	0	0	0	0	0	0	161	0	0	0	0	125	0	0
Uevld	20.357143	0	0	0	0	0	0	0	140	0	145	0	0	0	0	0
Samd4b	20.357143	0	0	0	0	0	0	0	0	139	146	0	0	0	0	0
Mynn	20.357143	0	0	0	0	0	0	0	0	133	152	0	0	0	0	0
Med16	20.357143	0	0	0	0	0	0	0	110	0	175	0	0	0	0	0
Gmfg	20.357143	0	0	0	0	0	0	0	0	139	146	0	0	0	0	0
Actrt3	20.357143	0	0	0	0	0	0	0	0	133	152	0	0	0	0	0
Ndufa6	20.285714	127	0	0	0	0	0	68	89	0	0	0	0	0	0	0
Mterf2	20.285714	0	0	0	0	0	0	0	0	0	131	0	153	0	0	0
Frmd6	20.285714	0	0	0	0	0	0	0	146	0	138	0	0	0	0	0
Pibf1	20.214286	0	0	0	0	0	0	0	110	0	173	0	0	0	0	0
Entpd7	20.214286	0	0	0	0	0	0	94	0	0	189	0	0	0	0	0
Dis3	20.214286	0	0	0	0	0	0	0	110	0	173	0	0	0	0	0
Cnnm3	20.214286	0	0	0	0	0	0	0	149	0	134	0	0	0	0	0
Cbx8	20.214286	0	0	0	0	0	0	0	93	0	190	0	0	0	0	0
Smpdl3b	20.142857	0	0	0	0	0	0	0	0	142	140	0	0	0	0	0
Sdha	20.142857	0	0	0	0	0	0	0	108	85	89	0	0	0	0	0
Mogat1	20.142857	180	102	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	20.142857	0	0	0	0	0	0	0	144	0	138	0	0	0	0	0
Ints5	20.142857	0	0	0	0	0	0	0	95	77	110	0	0	0	0	0
H3f3b	20.142857	0	0	0	0	0	0	0	0	0	121	0	161	0	0	0
H2az2	20.142857	0	0	0	0	0	0	0	139	0	143	0	0	0	0	0
Ccdc127	20.142857	0	0	0	0	0	0	0	108	85	89	0	0	0	0	0
Angptl3	20.142857	0	0	0	0	0	0	131	151	0	0	0	0	0	0	0
Sbno1	20.071429	0	0	0	0	0	0	0	0	137	0	0	144	0	0	0
Qser1	20.071429	0	0	0	0	0	0	0	161	0	120	0	0	0	0	0
H3c2	20.071429	0	0	0	0	0	0	0	0	0	0	92	189	0	0	0
H2ac4	20.071429	0	0	0	0	0	0	0	0	0	0	92	189	0	0	0
Abcb9	20.071429	144	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Zyg11a	20.000000	0	0	0	0	0	0	0	0	0	148	0	132	0	0	0
Vta1	20.000000	0	0	0	0	0	0	116	0	0	164	0	0	0	0	0
Trip10	20.000000	0	0	0	0	0	0	0	0	129	151	0	0	0	0	0
Pxmp2	20.000000	0	0	0	0	0	0	162	118	0	0	0	0	0	0	0
Pole	20.000000	0	0	0	0	0	0	162	118	0	0	0	0	0	0	0
Plrg1	20.000000	0	0	0	0	0	0	0	0	0	0	0	116	0	164	0
Pik3ip1	20.000000	0	0	0	0	0	0	0	116	0	0	0	164	0	0	0
Lrrc20	20.000000	199	0	0	0	0	0	0	0	0	81	0	0	0	0	0
Gpr108	20.000000	0	0	0	0	0	0	0	0	129	151	0	0	0	0	0
Cops4	20.000000	0	0	0	0	0	0	127	0	0	153	0	0	0	0	0
Acsm3	20.000000	0	0	0	0	0	0	0	106	0	174	0	0	0	0	0
Sugct	19.928571	0	0	0	0	0	0	0	110	0	169	0	0	0	0	0
Rapgef6	19.928571	0	0	0	0	0	0	0	137	0	142	0	0	0	0	0
Mplkip	19.928571	0	0	0	0	0	0	0	110	0	169	0	0	0	0	0
Foxp1	19.928571	0	0	0	0	0	0	0	155	0	124	0	0	0	0	0
Ccdc57	19.928571	0	0	0	0	0	0	0	0	94	73	0	112	0	0	0
Shld2	19.857143	0	0	0	0	0	0	0	140	138	0	0	0	0	0	0
Nfil3	19.857143	92	92	0	0	0	0	0	94	0	0	0	0	0	0	0
Khdc4	19.857143	0	0	0	0	0	0	0	158	0	120	0	0	0	0	0
Glud1	19.857143	0	0	0	0	0	0	0	140	138	0	0	0	0	0	0
Cyb5a	19.857143	0	0	0	0	0	0	0	143	135	0	0	0	0	0	0
Copb1	19.857143	0	0	0	0	0	0	0	0	0	143	0	135	0	0	0
Amh	19.857143	0	0	0	0	0	0	0	0	0	0	141	137	0	0	0
Zfp874a	19.785714	0	0	0	0	0	0	0	146	0	131	0	0	0	0	0
Yars	19.785714	0	0	0	0	0	0	0	153	0	124	0	0	0	0	0
S100pbp	19.785714	0	0	0	0	0	0	0	153	0	124	0	0	0	0	0
Ptprn2	19.785714	0	0	0	0	0	0	0	0	0	0	119	158	0	0	0
Zfp664	19.714286	0	156	0	0	0	0	120	0	0	0	0	0	0	0	0
Elf3	19.714286	0	0	0	0	0	0	0	183	93	0	0	0	0	0	0
Ccdc92	19.714286	0	156	0	0	0	0	120	0	0	0	0	0	0	0	0
A2ml1	19.714286	0	0	0	0	0	0	152	0	0	124	0	0	0	0	0
Wdr75	19.642857	0	0	0	0	0	0	0	115	0	160	0	0	0	0	0
Tsn	19.642857	0	0	0	0	0	0	0	130	0	145	0	0	0	0	0
Slc39a5	19.642857	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf38b	19.642857	0	0	0	0	0	0	0	0	0	154	0	0	0	121	0
Nags	19.642857	0	0	0	0	0	0	0	163	0	112	0	0	0	0	0
Dhx58	19.642857	0	0	0	0	0	0	0	0	0	0	130	145	0	0	0
Cnot11	19.642857	0	0	0	0	0	0	151	0	124	0	0	0	0	0	0
Rexo4	19.571429	0	0	0	0	0	0	115	0	0	159	0	0	0	0	0
Ssna1	19.500000	0	0	0	0	0	0	0	0	133	140	0	0	0	0	0
