Target_genes	Hoxc10|Average	SRX7416182|Embryoid_Bodies	SRX7416183|Embryoid_Bodies	SRX7416184|Embryoid_Bodies	SRX7416196|Embryoid_Bodies	SRX7416197|Embryoid_Bodies	SRX7416198|Embryoid_Bodies	SRX7416199|Embryoid_Bodies	SRX9099736|Embryoid_Bodies	SRX9099737|Embryoid_Bodies	SRX9099740|Embryoid_Bodies	SRX9099741|Embryoid_Bodies	SRX3229107|Hindlimb	SRX3229108|Hindlimb	STRING
Vmn1r54	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Unc13b	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Toe1	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Tmem37	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Tmed3	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Tas2r138	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Srd5a2	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Spesp1	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Slc25a48	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Serpina3m	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Rtraf	12.307692	0	0	0	0	0	0	0	95	0	0	65	0	0	0
Rsph3a	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Ptgr1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Poc1b	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Plxnb2	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Plekhb1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Ostn	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Olfr965	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Olfr449	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Olfr1253	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Olfr1206	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Olfr1163	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Olfr1162	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Mier3	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Men1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Mapk8ip1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Limk1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Lfng	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Kremen2	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Htr5a	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Havcr2	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Gpr34	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Gpr17	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Fndc3b	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Fcrl5	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Eif2s3x	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Cpne6	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Cpa1	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
C330007P06Rik	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Armc9	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Akr1c18	12.307692	0	0	0	0	0	0	0	0	160	0	0	0	0	0
Akr1b3	12.307692	0	0	160	0	0	0	0	0	0	0	0	0	0	0
Zscan22	12.230769	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Usp6nl	12.230769	0	0	0	0	0	0	0	159	0	0	0	0	0	0
Syt13	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Sacs	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Paxip1	12.230769	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Ivns1abp	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Gstm7	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Gcc2	12.230769	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Fibin	12.230769	0	0	0	0	0	0	0	0	0	159	0	0	0	0
Dcaf4	12.230769	0	0	0	0	0	0	159	0	0	0	0	0	0	0
Crtac1	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Cog6	12.230769	0	0	0	0	78	81	0	0	0	0	0	0	0	0
Clpp	12.230769	0	0	0	0	0	159	0	0	0	0	0	0	0	0
Alg14	12.230769	0	0	159	0	0	0	0	0	0	0	0	0	0	0
Tph1	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Rsrp1	12.153846	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Rnf6	12.153846	0	0	0	85	0	73	0	0	0	0	0	0	0	0
Rer1	12.153846	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Pik3c2g	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Nanos2	12.153846	0	0	0	158	0	0	0	0	0	0	0	0	0	0
Mypop	12.153846	0	0	0	158	0	0	0	0	0	0	0	0	0	0
Morn1	12.153846	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Med23	12.153846	0	0	0	0	0	158	0	0	0	0	0	0	0	0
Macroh2a2	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Gm20815	12.153846	0	0	0	0	0	0	0	0	0	0	0	0	158	0
Ggct	12.153846	0	0	0	0	0	73	0	85	0	0	0	0	0	0
Fam76b	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Eogt	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Cep57	12.153846	0	0	158	0	0	0	0	0	0	0	0	0	0	0
Wdr24	12.076923	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Vmn1r80	12.076923	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Sumo3	12.076923	0	0	0	157	0	0	0	0	0	0	0	0	0	0
Stub1	12.076923	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Srp14	12.076923	0	0	0	0	67	90	0	0	0	0	0	0	0	0
Skap2	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Ptdss2	12.076923	0	0	0	0	61	96	0	0	0	0	0	0	0	0
Mthfd1l	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Mmachc	12.076923	0	0	83	0	0	0	74	0	0	0	0	0	0	0
Jmjd8	12.076923	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Gm2897	12.076923	0	0	157	0	0	0	0	0	0	0	0	0	0	0
Eif2b5	12.076923	0	0	0	0	0	0	157	0	0	0	0	0	0	0
Dmap1	12.076923	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Ccdc163	12.076923	0	0	83	0	0	0	74	0	0	0	0	0	0	0
AA623943	12.076923	0	0	0	0	0	0	0	157	0	0	0	0	0	0
Zfp961	12.000000	0	0	0	0	0	156	0	0	0	0	0	0	0	0
Usp49	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Stra6	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	12.000000	0	0	0	0	0	156	0	0	0	0	0	0	0	0
Pdzd9	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Olfr148	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Obi1	12.000000	0	0	0	0	0	83	0	0	0	0	73	0	0	0
Mthfsl	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Mrpl9	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Kynu	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Khdrbs3	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Itpr1	12.000000	0	0	0	0	0	0	0	0	83	0	73	0	0	0
Eml6	12.000000	0	0	0	0	0	0	0	0	156	0	0	0	0	0
Atxn3	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
AW551984	12.000000	0	0	156	0	0	0	0	0	0	0	0	0	0	0
Zar1l	11.923077	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Ugcg	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Ttk	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Scn8a	11.923077	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Nicn1	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Hivep2	11.923077	0	0	0	0	0	0	0	0	88	0	67	0	0	0
Fmnl2	11.923077	0	0	0	0	0	0	0	0	0	0	155	0	0	0
C9orf72	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Brca2	11.923077	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Acvr1c	11.923077	0	0	155	0	0	0	0	0	0	0	0	0	0	0
Tlcd3a	11.846154	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Soga3	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Pofut2	11.846154	0	0	0	0	0	154	0	0	0	0	0	0	0	0
Olfr1131	11.846154	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Lonrf2	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Klra17	11.846154	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Klhl7	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Gpr21	11.846154	0	0	0	0	0	0	0	0	154	0	0	0	0	0
Dapk1	11.846154	0	0	154	0	0	0	0	0	0	0	0	0	0	0
Chrac1	11.846154	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Usf2	11.769231	0	0	0	0	0	0	0	0	0	153	0	0	0	0
U2af2	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Tfb1m	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Tdpoz1	11.769231	0	0	0	0	0	0	0	0	0	153	0	0	0	0
Stxbp4	11.769231	0	0	0	0	0	0	0	0	0	153	0	0	0	0
Rnf212	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Oprm1	11.769231	0	0	0	0	0	0	0	0	0	153	0	0	0	0
Olfr846	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Olfr672	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Olfr429	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Olfr1425	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Olfr1337	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Ndufc2	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Mtbp	11.769231	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Mrpl13	11.769231	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Mob2	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Mcts1	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Lrp2	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Klrc2	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Isy1	11.769231	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Hoxa13	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Hnrnpa0	11.769231	0	0	89	0	0	64	0	0	0	0	0	0	0	0
Gabrr1	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Dpysl4	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Dixdc1	11.769231	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Cox11	11.769231	0	0	0	0	0	0	0	0	0	153	0	0	0	0
Cdh2	11.769231	0	0	153	0	0	0	0	0	0	0	0	0	0	0
Atp6v1e1	11.769231	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Zfp12	11.692308	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Spopl	11.692308	0	0	0	0	0	0	0	0	0	0	152	0	0	0
Nans	11.692308	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Mvb12b	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Itga9	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Eid2	11.692308	0	0	0	0	0	152	0	0	0	0	0	0	0	0
Dusp10	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Ddx17	11.692308	0	0	0	0	57	95	0	0	0	0	0	0	0	0
Acat2	11.692308	0	0	0	0	71	81	0	0	0	0	0	0	0	0
1700056E22Rik	11.692308	0	0	152	0	0	0	0	0	0	0	0	0	0	0
Zfp40	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Vmn2r60	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Vmn2r114	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Ubxn2a	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Trim38	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Tdgf1	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Sumo1	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Snrpd3	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Smyd1	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Smndc1	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Smim13	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Rnf168	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Rnf138	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Rnf113a2	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Rgs12	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Rbbp9	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Psmd6	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Prmt5	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Pou5f2	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Pabpc2	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Olfr99	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Ms4a20	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Lpcat2b	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Lonp2	11.615385	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Lnx1	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Hyal4	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
H2bc12	11.615385	0	0	0	0	0	82	69	0	0	0	0	0	0	0
H2ac12	11.615385	0	0	0	0	0	82	69	0	0	0	0	0	0	0
Gucd1	11.615385	0	0	0	0	0	151	0	0	0	0	0	0	0	0
Gm5938	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Fmo6	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Fastkd1	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Csnk1d	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Camk2n1	11.615385	0	0	151	0	0	0	0	0	0	0	0	0	0	0
Brf2	11.615385	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef26	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Alg8	11.615385	0	0	0	75	0	76	0	0	0	0	0	0	0	0
Adam26a	11.615385	0	0	0	0	0	0	0	0	151	0	0	0	0	0
Zfp763	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Zfp58	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Zfp251	11.538462	0	0	0	0	0	67	83	0	0	0	0	0	0	0
Zfand2a	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Zc3h6	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Ube2z	11.538462	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Tsg101	11.538462	0	0	0	0	0	80	70	0	0	0	0	0	0	0
Tmem116	11.538462	0	0	0	0	0	91	59	0	0	0	0	0	0	0
Taf6	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Stk32c	11.538462	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Rps27rt	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Rpl39	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Rasa2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Rag1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Pycr1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Plppr4	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Olfr775	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Nfkbiz	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Neurog3	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Mvb12a	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Lrrc3b	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	11.538462	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Klhdc9	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Inafm2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Gpam	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Gemin8	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Gast	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Gas8	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Fli1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Ficd	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Fam53a	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Etv3l	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Erp29	11.538462	0	0	0	0	0	91	59	0	0	0	0	0	0	0
Dnajc6	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Dmrta2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Dkk4	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Dbndd1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Csrp1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Cox4i2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Cnpy4	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Cacnb4	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Barhl1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
B230307C23Rik	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Arl2	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Arhgap9	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Ahctf1	11.538462	0	0	0	0	0	150	0	0	0	0	0	0	0	0
Acta1	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Acp6	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
9330159F19Rik	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
1700007K13Rik	11.538462	0	0	150	0	0	0	0	0	0	0	0	0	0	0
Zfp868	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Sumf2	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Sike1	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Rras2	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Parpbp	11.461538	0	0	0	0	0	86	63	0	0	0	0	0	0	0
Nup37	11.461538	0	0	0	0	0	86	63	0	0	0	0	0	0	0
Mzf1	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Map1lc3b	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Iqsec1	11.461538	0	0	149	0	0	0	0	0	0	0	0	0	0	0
Haus1	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Atp6v1h	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Atp5a1	11.461538	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Adam10	11.461538	0	0	0	0	0	91	58	0	0	0	0	0	0	0
Zc3h15	11.384615	0	0	0	0	0	0	148	0	0	0	0	0	0	0
Zbtb12	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Ube2e3	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Tyw3	11.384615	0	0	0	0	0	148	0	0	0	0	0	0	0	0
Ttf2	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Tor1b	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Timm9	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Tcp1	11.384615	0	0	0	0	77	71	0	0	0	0	0	0	0	0
Rcl1	11.384615	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Ppargc1a	11.384615	0	0	0	0	0	0	0	0	67	0	81	0	0	0
Mrpl18	11.384615	0	0	0	0	77	71	0	0	0	0	0	0	0	0
Il17rd	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Grid2ip	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Got1	11.384615	0	0	0	0	0	0	0	0	148	0	0	0	0	0
Fam162b	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Epha8	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Ehmt2	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Dph2	11.384615	0	0	0	0	0	66	82	0	0	0	0	0	0	0
Creb5	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Colec10	11.384615	0	0	0	0	0	0	0	148	0	0	0	0	0	0
Bend3	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
B4galt2	11.384615	0	0	0	0	0	66	82	0	0	0	0	0	0	0
Atp6v0b	11.384615	0	0	0	0	0	66	82	0	0	0	0	0	0	0
2700049A03Rik	11.384615	0	0	148	0	0	0	0	0	0	0	0	0	0	0
Zfp600	11.307692	0	0	0	0	0	0	0	0	0	147	0	0	0	0
Vkorc1l1	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Prkcsh	11.307692	0	0	0	0	66	0	81	0	0	0	0	0	0	0
Kcnn2	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Gabrg1	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Dleu7	11.307692	0	0	147	0	0	0	0	0	0	0	0	0	0	0
Ccdc151	11.307692	0	0	0	0	66	0	81	0	0	0	0	0	0	0
Arnt	11.307692	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Anapc11	11.307692	0	0	0	0	79	68	0	0	0	0	0	0	0	0
Alyref	11.307692	0	0	0	0	79	68	0	0	0	0	0	0	0	0
Zfp984	11.230769	0	0	0	0	0	0	0	0	146	0	0	0	0	0
Zfp827	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Sec61a2	11.230769	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Scamp4	11.230769	0	0	0	0	0	64	82	0	0	0	0	0	0	0
Nudt4	11.230769	0	0	146	0	0	0	0	0	0	0	0	0	0	0
Alcam	11.230769	0	0	0	0	0	0	0	0	0	0	146	0	0	0
Adat3	11.230769	0	0	0	0	0	64	82	0	0	0	0	0	0	0
Rpl11	11.153846	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Olfr1100	11.153846	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Fbxw4	11.153846	0	0	0	0	0	0	0	0	145	0	0	0	0	0
Dok5	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Casd1	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Bbof1	11.153846	0	0	145	0	0	0	0	0	0	0	0	0	0	0
Zscan21	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Zfp78	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Wnt5b	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Vezf1	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Tusc1	11.076923	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Slc16a1	11.076923	0	0	0	0	0	73	71	0	0	0	0	0	0	0
Senp7	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Pcgf5	11.076923	0	0	0	0	0	0	0	144	0	0	0	0	0	0
Nell1	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Mmp24	11.076923	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Mknk2	11.076923	0	0	0	0	0	65	79	0	0	0	0	0	0	0
Med4	11.076923	0	0	0	0	144	0	0	0	0	0	0	0	0	0
Magi3	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Kptn	11.076923	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Gm5930	11.076923	0	0	0	0	0	0	0	0	0	144	0	0	0	0
Ctps	11.076923	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Clspn	11.076923	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Ccdc28a	11.076923	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Ccdc110	11.076923	0	0	144	0	0	0	0	0	0	0	0	0	0	0
Carmil1	11.076923	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Zfp641	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Zfp326	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Vsnl1	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Vmn1r209	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Vmn1r149	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Vmn1r101	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Tspan10	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Trib1	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Tal1	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Smox	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Slc5a4b	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Slc30a4	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Rnf39	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Rbpj	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Plcd4	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Olfr593	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Nploc4	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Lrrc49	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Lpl	11.000000	0	0	143	0	0	0	0	0	0	0	0	0	0	0
Gm9508	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Gm19402	11.000000	0	0	0	0	0	0	0	0	0	0	143	0	0	0
