Target_genes	Chd2|Average	DRX001066|C2C12	SRX140389|CH12	DRX000343|ES_cells	SRX6784012|ES_cells	SRX6784013|ES_cells	SRX140392|MEL	STRING
Sult5a1	25.500000	0	153	0	0	0	0	0
Rpgrip1	25.500000	0	0	0	0	0	153	0
Pop4	25.500000	0	153	0	0	0	0	0
Padi6	25.500000	0	153	0	0	0	0	0
Pacrgl	25.500000	0	153	0	0	0	0	0
Nfatc2	25.500000	0	153	0	0	0	0	0
Krt7	25.500000	0	153	0	0	0	0	0
Irak2	25.500000	0	153	0	0	0	0	0
Ints11	25.500000	0	153	0	0	0	0	0
Impdh2	25.500000	0	0	0	0	0	153	0
Gm14496	25.500000	0	153	0	0	0	0	0
Cttn	25.500000	0	0	0	0	0	153	0
Ctps2	25.500000	0	153	0	0	0	0	0
Cptp	25.500000	0	153	0	0	0	0	0
Col8a1	25.500000	0	153	0	0	0	0	0
Cabcoco1	25.500000	0	153	0	0	0	0	0
Bcl10	25.500000	0	153	0	0	0	0	0
Bbs1	25.500000	0	153	0	0	0	0	0
BC005624	25.500000	0	153	0	0	0	0	0
Atp1b2	25.500000	0	0	0	0	0	153	0
9130008F23Rik	25.500000	0	0	0	0	0	153	0
Zfp41	25.333333	0	152	0	0	0	0	0
Zcrb1	25.333333	0	152	0	0	0	0	0
Zcchc3	25.333333	0	0	0	152	0	0	0
Ttpal	25.333333	0	152	0	0	0	0	0
Tmc8	25.333333	0	0	0	0	0	152	0
Tmc6	25.333333	0	0	0	0	0	152	0
Slc25a35	25.333333	0	152	0	0	0	0	0
Slc16a10	25.333333	0	0	0	0	0	152	0
Shank3	25.333333	0	0	0	0	0	152	0
Scd4	25.333333	0	0	0	0	0	152	0
Rb1	25.333333	0	0	0	0	0	152	0
Ppp3cc	25.333333	0	152	0	0	0	0	0
Pphln1	25.333333	0	152	0	0	0	0	0
Pnma1	25.333333	0	0	0	0	0	152	0
Pla2g3	25.333333	0	0	0	0	0	152	0
Mcat	25.333333	0	152	0	0	0	0	0
Hspa1b	25.333333	0	152	0	0	0	0	0
Gucy1b1	25.333333	0	0	0	152	0	0	0
Gfpt1	25.333333	0	152	0	0	0	0	0
Ccndbp1	25.333333	0	152	0	0	0	0	0
Calr4	25.333333	0	152	0	0	0	0	0
Add3	25.333333	0	0	0	0	0	152	0
Acvrl1	25.333333	0	152	0	0	0	0	0
Zhx2	25.166667	0	151	0	0	0	0	0
Zfp874b	25.166667	0	0	0	0	0	151	0
Zfp518a	25.166667	0	151	0	0	0	0	0
Zan	25.166667	0	0	0	0	0	151	0
Wdr86	25.166667	0	0	0	0	0	151	0
Wdr61	25.166667	0	151	0	0	0	0	0
Ttc36	25.166667	0	151	0	0	0	0	0
Tst	25.166667	0	151	0	0	0	0	0
Tmem25	25.166667	0	151	0	0	0	0	0
Tmem120b	25.166667	0	72	0	0	0	79	0
Sec22c	25.166667	0	0	0	0	0	151	0
Ripor2	25.166667	0	151	0	0	0	0	0
Pkd1	25.166667	0	151	0	0	0	0	0
Pigl	25.166667	0	151	0	0	0	0	0
Pcnx	25.166667	0	151	0	0	0	0	0
Pcnp	25.166667	0	151	0	0	0	0	0
P2ry12	25.166667	0	151	0	0	0	0	0
Otud3	25.166667	0	0	0	0	0	151	0
Olfr825	25.166667	0	0	0	0	0	151	0
Ncor1	25.166667	0	151	0	0	0	0	0
Mpst	25.166667	0	151	0	0	0	0	0
Luzp1	25.166667	0	151	0	0	0	0	0
Ldhd	25.166667	0	0	0	0	0	151	0
Kcnj10	25.166667	0	0	0	0	0	151	0
Hsd17b14	25.166667	0	0	0	0	151	0	0
Guca2a	25.166667	0	0	0	0	0	151	0
Fgf9	25.166667	0	151	0	0	0	0	0
Fbxo44	25.166667	0	151	0	0	0	0	0
Fbxo2	25.166667	0	151	0	0	0	0	0
F830016B08Rik	25.166667	0	0	0	0	0	151	0
Enc1	25.166667	0	151	0	0	0	0	0
Dnajb9	25.166667	0	151	0	0	0	0	0
Cyp2j6	25.166667	0	0	0	0	151	0	0
Cryzl2	25.166667	0	151	0	0	0	0	0
Col1a1	25.166667	0	151	0	0	0	0	0
Cbr3	25.166667	0	0	0	0	0	151	0
B4galnt4	25.166667	0	151	0	0	0	0	0
Anln	25.166667	0	0	0	0	0	151	0
Whrn	25.000000	0	150	0	0	0	0	0
Tmem267	25.000000	0	150	0	0	0	0	0
Tgm2	25.000000	0	0	0	0	0	150	0
Spink2	25.000000	0	150	0	0	0	0	0
Snx13	25.000000	0	150	0	0	0	0	0
Smg9	25.000000	0	150	0	0	0	0	0
Slc29a3	25.000000	0	150	0	0	0	0	0
Rsph1	25.000000	0	0	0	0	0	150	0
Rock2	25.000000	0	150	0	0	0	0	0
Rem2	25.000000	0	150	0	0	0	0	0
Phactr4	25.000000	0	150	0	0	0	0	0
Nox1	25.000000	0	0	0	0	0	150	0
Nme2	25.000000	0	150	0	0	0	0	0
Nceh1	25.000000	0	150	0	0	0	0	0
Itih5	25.000000	0	150	0	0	0	0	0
Ipcef1	25.000000	0	150	0	0	0	0	0
Hrc	25.000000	0	150	0	0	0	0	0
Gnb4	25.000000	0	0	0	0	0	150	0
Gimap8	25.000000	0	150	0	0	0	0	0
Epop	25.000000	0	0	0	0	0	150	0
Celf6	25.000000	0	0	0	0	0	150	0
Casp7	25.000000	0	150	0	0	0	0	0
Zfp326	24.833333	0	149	0	0	0	0	0
Was	24.833333	0	0	0	0	0	149	0
Thumpd2	24.833333	0	0	0	0	0	149	0
Stx6	24.833333	0	149	0	0	0	0	0
Pygb	24.833333	0	149	0	0	0	0	0
Nuak2	24.833333	0	0	0	0	0	149	0
Mtch1	24.833333	0	149	0	0	0	0	0
Mlh3	24.833333	0	149	0	0	0	0	0
Itgae	24.833333	0	149	0	0	0	0	0
Ifi207	24.833333	0	149	0	0	0	0	0
Ech1	24.833333	0	0	0	0	0	149	0
Dlgap4	24.833333	0	149	0	0	0	0	0
Dbx1	24.833333	0	149	0	0	0	0	0
Crip2	24.833333	0	0	0	0	0	149	0
Aqp5	24.833333	0	149	0	0	0	0	0
Adgrg7	24.833333	0	0	0	0	0	149	0
Zfp90	24.666667	0	148	0	0	0	0	0
Trim33	24.666667	0	0	0	0	0	148	0
Tmem156	24.666667	0	148	0	0	0	0	0
Tango6	24.666667	0	0	0	0	0	148	0
Sgo1	24.666667	0	148	0	0	0	0	0
Sebox	24.666667	0	0	0	148	0	0	0
Rbbp9	24.666667	0	148	0	0	0	0	0
Rasal2	24.666667	0	148	0	0	0	0	0
Rab18	24.666667	0	148	0	0	0	0	0
Purb	24.666667	0	148	0	0	0	0	0
Prkacb	24.666667	0	148	0	0	0	0	0
Ndufaf3	24.666667	0	148	0	0	0	0	0
Kcnip4	24.666667	0	0	0	0	0	148	0
Hopx	24.666667	0	0	0	0	0	148	0
Hlx	24.666667	0	0	0	0	0	148	0
Heca	24.666667	0	0	0	0	0	148	0
Gpr157	24.666667	0	148	0	0	0	0	0
Gmeb2	24.666667	0	148	0	0	0	0	0
Fads2	24.666667	0	0	0	0	0	148	0
Dalrd3	24.666667	0	148	0	0	0	0	0
Atp5j2	24.666667	0	148	0	0	0	0	0
Asic4	24.666667	0	148	0	0	0	0	0
Svip	24.500000	0	0	0	0	0	147	0
St6galnac3	24.500000	0	147	0	0	0	0	0
Polr3g	24.500000	0	147	0	0	0	0	0
Pgrmc2	24.500000	0	147	0	0	0	0	0
Pak2	24.500000	0	0	0	0	147	0	0
Nrgn	24.500000	0	0	0	0	0	147	0
Necab3	24.500000	0	0	0	0	0	147	0
Mrvi1	24.500000	0	0	0	0	0	147	0
Mblac2	24.500000	0	147	0	0	0	0	0
Fbxl18	24.500000	0	147	0	0	0	0	0
Dlc1	24.500000	0	0	0	0	147	0	0
Cog1	24.500000	0	147	0	0	0	0	0
Ccdc80	24.500000	0	147	0	0	0	0	0
Alg9	24.500000	0	0	0	0	0	147	0
Aldh1l1	24.500000	0	0	0	147	0	0	0
Ahcyl2	24.500000	0	147	0	0	0	0	0
Adam8	24.500000	0	147	0	0	0	0	0
Zscan21	24.333333	0	146	0	0	0	0	0
Xkr8	24.333333	0	146	0	0	0	0	0
Trim27	24.333333	0	146	0	0	0	0	0
Syngr3	24.333333	0	146	0	0	0	0	0
Mocs3	24.333333	0	0	0	0	0	146	0
Lsm10	24.333333	0	0	0	0	0	146	0
Klf3	24.333333	0	146	0	0	0	0	0
Irs3	24.333333	0	146	0	0	0	0	0
Grb14	24.333333	0	146	0	0	0	0	0
Fndc3b	24.333333	0	0	0	146	0	0	0
Fbxo39	24.333333	0	0	0	0	0	146	0
Dpm1	24.333333	0	0	0	0	0	146	0
Crtap	24.333333	0	0	0	0	0	146	0
Cherp	24.333333	0	146	0	0	0	0	0
Angptl8	24.333333	0	0	0	0	0	146	0
Angel2	24.333333	0	0	0	0	0	146	0
Afg3l2	24.333333	0	146	0	0	0	0	0
Zw10	24.166667	0	0	0	0	0	145	0
Zc3h12d	24.166667	0	145	0	0	0	0	0
Yaf2	24.166667	0	145	0	0	0	0	0
Vps33a	24.166667	0	145	0	0	0	0	0
Usp15	24.166667	0	0	0	0	0	145	0
Urgcp	24.166667	0	145	0	0	0	0	0
Tcp10b	24.166667	0	145	0	0	0	0	0
Taf4b	24.166667	0	145	0	0	0	0	0
Slc35a1	24.166667	0	145	0	0	0	0	0
Sh3bp2	24.166667	0	145	0	0	0	0	0
Ptov1	24.166667	0	0	0	0	0	145	0
Pgpep1l	24.166667	0	0	0	0	145	0	0
Pacsin3	24.166667	0	145	0	0	0	0	0
Lrrfip1	24.166667	0	145	0	0	0	0	0
Ipo8	24.166667	0	145	0	0	0	0	0
Ifi211	24.166667	0	145	0	0	0	0	0
Hpgds	24.166667	0	145	0	0	0	0	0
Fndc11	24.166667	0	145	0	0	0	0	0
Evi5	24.166667	0	0	0	0	0	145	0
Dock8	24.166667	0	0	0	0	0	145	0
Dnajb13	24.166667	0	145	0	0	0	0	0
Cnp	24.166667	0	145	0	0	0	0	0
Cd9	24.166667	0	145	0	0	0	0	0
Ccdc92b	24.166667	0	0	0	0	0	145	0
Ccdc39	24.166667	0	0	0	0	0	145	0
Ccdc138	24.166667	0	145	0	0	0	0	0
Btbd9	24.166667	0	145	0	0	0	0	0
Ank1	24.166667	0	0	0	0	0	145	0
Tex10	24.000000	0	144	0	0	0	0	0
St14	24.000000	0	144	0	0	0	0	0
Ptdss2	24.000000	0	144	0	0	0	0	0
Prr19	24.000000	0	144	0	0	0	0	0
Prelid3b	24.000000	0	0	0	0	0	144	0
Plekhb2	24.000000	0	144	0	0	0	0	0
Plek2	24.000000	0	0	0	0	0	144	0
Hbs1l	24.000000	0	144	0	0	0	0	0
Got1l1	24.000000	0	144	0	0	0	0	0
Gars	24.000000	0	144	0	0	0	0	0
Egfl8	24.000000	0	0	0	0	0	144	0
Efcab2	24.000000	0	0	0	0	0	144	0
Dnajb2	24.000000	0	144	0	0	0	0	0
Chmp7	24.000000	0	144	0	0	0	0	0
Cdip1	24.000000	0	144	0	0	0	0	0
Cd151	24.000000	0	144	0	0	0	0	0
Atf7ip2	24.000000	0	0	0	144	0	0	0
As3mt	24.000000	0	0	0	0	0	144	0
Arhgap24	24.000000	0	144	0	0	0	0	0
Actr3b	24.000000	0	0	0	0	0	144	0
Zfp229	23.833333	0	143	0	0	0	0	0
Usp12	23.833333	0	0	0	0	0	143	0
Tox3	23.833333	0	143	0	0	0	0	0
Tmem132b	23.833333	0	143	0	0	0	0	0
Tmco3	23.833333	0	143	0	0	0	0	0
Them6	23.833333	0	0	0	0	0	143	0
Taz	23.833333	0	143	0	0	0	0	0
Stra8	23.833333	0	143	0	0	0	0	0
Slc29a2	23.833333	0	143	0	0	0	0	0
Rnf34	23.833333	0	143	0	0	0	0	0
Rnf186	23.833333	0	0	0	0	0	143	0
Reck	23.833333	0	143	0	0	0	0	0
Rack1	23.833333	0	143	0	0	0	0	0
Rab7b	23.833333	0	143	0	0	0	0	0
Pwwp3b	23.833333	0	143	0	0	0	0	0
Mmp17	23.833333	0	143	0	0	0	0	0
Krtap16-1	23.833333	0	143	0	0	0	0	0
Kif20b	23.833333	0	143	0	0	0	0	0
Inafm2	23.833333	0	143	0	0	0	0	0
Gstm6	23.833333	0	143	0	0	0	0	0
Fah	23.833333	0	143	0	0	0	0	0
Dnase1l1	23.833333	0	143	0	0	0	0	0
Dnah17	23.833333	0	143	0	0	0	0	0
Dcun1d2	23.833333	0	143	0	0	0	0	0
Brwd1	23.833333	0	143	0	0	0	0	0
Acer2	23.833333	0	143	0	0	0	0	0
Ablim1	23.833333	0	143	0	0	0	0	0
Zfp658	23.666667	0	142	0	0	0	0	0
Ufc1	23.666667	0	0	0	0	0	142	0
Tmem59	23.666667	0	142	0	0	0	0	0
Tceanc2	23.666667	0	142	0	0	0	0	0
Skap1	23.666667	0	0	0	0	0	142	0
Scd1	23.666667	0	142	0	0	0	0	0
Rbm10	23.666667	0	142	0	0	0	0	0
Pld2	23.666667	0	142	0	0	0	0	0
Phf10	23.666667	0	0	0	0	0	142	0
Pcbd1	23.666667	0	142	0	0	0	0	0
Osbpl11	23.666667	0	142	0	0	0	0	0
Ndufb11	23.666667	0	142	0	0	0	0	0
Fam78a	23.666667	0	0	0	0	0	142	0
Casz1	23.666667	0	0	0	0	142	0	0
Bbs5	23.666667	0	0	0	0	0	142	0
2700081O15Rik	23.666667	0	142	0	0	0	0	0
1700020L24Rik	23.666667	0	142	0	0	0	0	0
Vmn2r80	23.500000	0	0	0	0	0	141	0
Tor1a	23.500000	0	141	0	0	0	0	0
Tex19.2	23.500000	0	0	0	0	0	141	0
S1pr5	23.500000	0	0	0	0	0	141	0
Psmd6	23.500000	0	0	0	0	0	141	0
Ppm1f	23.500000	0	141	0	0	0	0	0
Pdxdc1	23.500000	0	141	0	0	0	0	0
Pag1	23.500000	0	0	0	0	0	141	0
Nagk	23.500000	0	0	0	0	0	141	0
Krtcap3	23.500000	0	141	0	0	0	0	0
Iqcf5	23.500000	0	0	0	0	0	141	0
Gramd4	23.500000	0	0	0	0	0	141	0
Gpr101	23.500000	0	0	0	0	0	141	0
Fhdc1	23.500000	0	0	0	0	0	141	0
Ell2	23.500000	0	141	0	0	0	0	0
E130308A19Rik	23.500000	0	0	0	0	0	141	0
Cldn12	23.500000	0	141	0	0	0	0	0
C8a	23.500000	0	0	0	141	0	0	0
Bcl2l2	23.500000	0	0	0	0	0	141	0
B3galt5	23.500000	0	141	0	0	0	0	0
Tlr6	23.333333	0	140	0	0	0	0	0
Slc22a18	23.333333	0	0	0	0	0	140	0
Rph3a	23.333333	0	140	0	0	0	0	0
Plk5	23.333333	0	0	0	0	0	140	0
Phf11c	23.333333	0	140	0	0	0	0	0
Oxsm	23.333333	0	140	0	0	0	0	0
Nkx3-1	23.333333	0	140	0	0	0	0	0
Msantd1	23.333333	0	0	0	0	0	140	0
Mon2	23.333333	0	140	0	0	0	0	0
Micu1	23.333333	0	140	0	0	0	0	0
Ly86	23.333333	0	140	0	0	0	0	0
Kcnq1	23.333333	0	0	0	0	0	140	0
Iffo2	23.333333	0	140	0	0	0	0	0
Gvin1	23.333333	0	140	0	0	0	0	0
Gm42372	23.333333	0	140	0	0	0	0	0
Gm4070	23.333333	0	140	0	0	0	0	0
Fam241a	23.333333	0	0	0	0	0	140	0
Faap20	23.333333	0	140	0	0	0	0	0
Dnaaf4	23.333333	0	140	0	0	0	0	0
Dennd5b	23.333333	0	140	0	0	0	0	0
Ddx39b	23.333333	0	140	0	0	0	0	0
Cyb561	23.333333	0	0	0	0	0	140	0
Cul9	23.333333	0	0	0	0	0	140	0
Cd2	23.333333	0	140	0	0	0	0	0
Aspscr1	23.333333	0	140	0	0	0	0	0
Akr1cl	23.333333	0	0	0	0	140	0	0
1190007I07Rik	23.333333	0	140	0	0	0	0	0
Sub1	23.166667	0	0	0	0	0	139	0
Sez6l2	23.166667	0	0	0	0	0	139	0
Ppfia1	23.166667	0	139	0	0	0	0	0
Nxpe3	23.166667	0	139	0	0	0	0	0
Nphp1	23.166667	0	139	0	0	0	0	0
Mtln	23.166667	0	139	0	0	0	0	0
Ldha	23.166667	0	0	0	0	0	139	0
Larp1b	23.166667	0	139	0	0	0	0	0
Hsf1	23.166667	0	139	0	0	0	0	0
Gpx3	23.166667	0	0	0	139	0	0	0
Gip	23.166667	0	0	0	0	0	139	0
Cybb	23.166667	0	139	0	0	0	0	0
Cox5b	23.166667	0	139	0	0	0	0	0
Clec4e	23.166667	0	0	0	0	0	139	0
Ccdc150	23.166667	0	0	0	0	139	0	0
Bop1	23.166667	0	139	0	0	0	0	0
Bmpr2	23.166667	0	139	0	0	0	0	0
Asphd1	23.166667	0	0	0	0	0	139	0
Ap1ar	23.166667	0	139	0	0	0	0	0
Zfp184	23.000000	0	0	0	0	0	138	0
Zc3h4	23.000000	0	138	0	0	0	0	0
Wdr38	23.000000	0	76	0	0	0	62	0
Trp53inp1	23.000000	0	138	0	0	0	0	0
Them7	23.000000	0	0	0	0	0	138	0
Sdcbp	23.000000	0	138	0	0	0	0	0
Reep2	23.000000	0	138	0	0	0	0	0
Ramp3	23.000000	0	138	0	0	0	0	0
Parm1	23.000000	0	0	0	0	0	138	0
Papolg	23.000000	0	138	0	0	0	0	0
Mthfsl	23.000000	0	138	0	0	0	0	0
Ly6d	23.000000	0	138	0	0	0	0	0
Icos	23.000000	0	138	0	0	0	0	0
Hspa12b	23.000000	0	138	0	0	0	0	0
Fam199x	23.000000	0	0	0	0	0	138	0
Ehf	23.000000	0	0	0	0	0	138	0
Dmrt2	23.000000	0	0	0	138	0	0	0
Ccl22	23.000000	0	138	0	0	0	0	0
Arf1	23.000000	0	138	0	0	0	0	0
Vps4a	22.833333	0	0	0	137	0	0	0
Tmem50b	22.833333	0	137	0	0	0	0	0
Tgfbr2	22.833333	0	137	0	0	0	0	0
Tap2	22.833333	0	0	0	0	0	137	0
Strn3	22.833333	0	137	0	0	0	0	0
Spef1l	22.833333	0	137	0	0	0	0	0
Slc35e3	22.833333	0	137	0	0	0	0	0
Pycard	22.833333	0	137	0	0	0	0	0
Pacs2	22.833333	0	0	0	0	0	137	0
Msi1	22.833333	0	137	0	0	0	0	0
Eef1akmt2	22.833333	0	0	0	0	0	137	0
Ap4s1	22.833333	0	137	0	0	0	0	0
Akap12	22.833333	0	137	0	0	0	0	0
Trim54	22.666667	0	136	0	0	0	0	0
Tmem223	22.666667	0	136	0	0	0	0	0
Tmem179b	22.666667	0	136	0	0	0	0	0
Tmem106a	22.666667	0	136	0	0	0	0	0
Tlr3	22.666667	0	136	0	0	0	0	0
Spata31d1b	22.666667	0	136	0	0	0	0	0
Slc46a1	22.666667	0	0	0	0	0	136	0
Rpap3	22.666667	0	0	0	0	0	136	0
Pon3	22.666667	0	136	0	0	0	0	0
Nuak1	22.666667	0	136	0	0	0	0	0
Dvl1	22.666667	0	136	0	0	0	0	0
Dpp7	22.666667	0	0	0	0	0	136	0
Crip3	22.666667	0	0	0	136	0	0	0
Bbs4	22.666667	0	136	0	0	0	0	0
Akr1c14	22.666667	0	0	0	0	136	0	0
Aicda	22.666667	0	136	0	0	0	0	0
Zfp324	22.500000	0	135	0	0	0	0	0
Spsb2	22.500000	0	135	0	0	0	0	0
Spem2	22.500000	0	135	0	0	0	0	0
Sigirr	22.500000	0	135	0	0	0	0	0
Rnf128	22.500000	0	0	0	0	0	135	0
Ppid	22.500000	0	135	0	0	0	0	0
Mfsd4a	22.500000	0	135	0	0	0	0	0
Krtap31-2	22.500000	0	0	0	135	0	0	0
Gm39566	22.500000	0	135	0	0	0	0	0
Gm29825	22.500000	0	135	0	0	0	0	0
Dsp	22.500000	0	135	0	0	0	0	0
Car14	22.500000	0	0	0	0	0	135	0
Akip1	22.500000	0	135	0	0	0	0	0
9230019H11Rik	22.500000	0	135	0	0	0	0	0
Xpo6	22.333333	0	134	0	0	0	0	0
Wdr17	22.333333	0	134	0	0	0	0	0
Tulp1	22.333333	0	134	0	0	0	0	0
Tmem72	22.333333	0	134	0	0	0	0	0
Tlcd3b	22.333333	0	134	0	0	0	0	0
Tlcd2	22.333333	0	0	0	0	0	134	0
Pkp2	22.333333	0	134	0	0	0	0	0
Phykpl	22.333333	0	134	0	0	0	0	0
Pds5b	22.333333	0	134	0	0	0	0	0
Olfr433	22.333333	0	134	0	0	0	0	0
Odf3l2	22.333333	0	134	0	0	0	0	0
Il17rd	22.333333	0	134	0	0	0	0	0
Gtf3a	22.333333	0	0	0	0	0	134	0
Gm5936	22.333333	0	134	0	0	0	0	0
Dtx2	22.333333	0	134	0	0	0	0	0
Cyp2s1	22.333333	0	0	0	0	134	0	0
Csf3	22.333333	0	134	0	0	0	0	0
Bach1	22.333333	0	0	0	0	0	134	0
Ascl2	22.333333	0	134	0	0	0	0	0
Apold1	22.333333	0	134	0	0	0	0	0
Adarb1	22.333333	0	134	0	0	0	0	0
Acvr2b	22.333333	0	134	0	0	0	0	0
1600014C10Rik	22.333333	0	134	0	0	0	0	0
Wwc2	22.166667	0	0	0	0	133	0	0
Wnt3	22.166667	0	133	0	0	0	0	0
Trim71	22.166667	0	0	0	133	0	0	0
Tcp11	22.166667	0	133	0	0	0	0	0
Slc24a1	22.166667	0	0	0	0	0	133	0
She	22.166667	0	0	0	133	0	0	0
Prkag3	22.166667	0	133	0	0	0	0	0
Prickle4	22.166667	0	133	0	0	0	0	0
Prelid3a	22.166667	0	133	0	0	0	0	0
Plekhm1	22.166667	0	133	0	0	0	0	0
Pkd1l3	22.166667	0	0	0	0	0	133	0
Phf8	22.166667	0	0	0	0	0	133	0
Oas3	22.166667	0	0	0	0	0	133	0
Ndufa10	22.166667	0	133	0	0	0	0	0
Lcor	22.166667	0	0	0	0	0	133	0
Itsn2	22.166667	0	0	0	0	0	133	0
Frs3	22.166667	0	133	0	0	0	0	0
Cnn1	22.166667	0	0	0	0	0	133	0
Cdkal1	22.166667	0	0	0	0	0	133	0
Zfp59	22.000000	0	0	0	0	0	132	0
Tmem17	22.000000	0	132	0	0	0	0	0
Smim20	22.000000	0	132	0	0	0	0	0
Slc5a2	22.000000	0	0	0	0	0	132	0
Slc25a46	22.000000	0	132	0	0	0	0	0
Sigmar1	22.000000	0	132	0	0	0	0	0
Rnf123	22.000000	0	132	0	0	0	0	0
Rexo5	22.000000	0	132	0	0	0	0	0
Rbm12b2	22.000000	0	0	0	0	132	0	0
Plcl2	22.000000	0	0	0	0	0	132	0
Mst1	22.000000	0	132	0	0	0	0	0
Mrpl9	22.000000	0	132	0	0	0	0	0
L3mbtl3	22.000000	0	132	0	0	0	0	0
Hoga1	22.000000	0	0	0	0	0	132	0
Fam234b	22.000000	0	0	0	0	0	132	0
Eri2	22.000000	0	132	0	0	0	0	0
Celsr3	22.000000	0	0	0	0	132	0	0
Arhgap31	22.000000	0	132	0	0	0	0	0
1700025G04Rik	22.000000	0	0	0	0	0	132	0
Zfp715	21.833333	0	131	0	0	0	0	0
Wdr4	21.833333	0	0	0	0	0	131	0
Wdr1	21.833333	0	131	0	0	0	0	0
Wasl	21.833333	0	131	0	0	0	0	0
Tomm20l	21.833333	0	0	0	0	0	131	0
Tnfaip8l2	21.833333	0	0	0	0	0	131	0
Tiparp	21.833333	0	131	0	0	0	0	0
Tigar	21.833333	0	131	0	0	0	0	0
Soat1	21.833333	0	131	0	0	0	0	0
Slc38a1	21.833333	0	131	0	0	0	0	0
Slc25a32	21.833333	0	131	0	0	0	0	0
Rgs1	21.833333	0	131	0	0	0	0	0
R3hcc1	21.833333	0	131	0	0	0	0	0
Pmaip1	21.833333	0	131	0	0	0	0	0
Pard6b	21.833333	0	0	0	0	0	131	0
Mtmr2	21.833333	0	0	0	0	0	131	0
Mat2a	21.833333	0	131	0	0	0	0	0
Lrrc39	21.833333	0	0	0	0	0	131	0
Lpgat1	21.833333	0	131	0	0	0	0	0
Hoxb6	21.833333	0	131	0	0	0	0	0
Fgl2	21.833333	0	131	0	0	0	0	0
Fbxl17	21.833333	0	131	0	0	0	0	0
Fam25c	21.833333	0	0	0	0	131	0	0
Echdc1	21.833333	0	131	0	0	0	0	0
Dcaf13	21.833333	0	131	0	0	0	0	0
Cmtm6	21.833333	0	0	0	0	0	131	0
Chst11	21.833333	0	131	0	0	0	0	0
Zik1	21.666667	0	0	0	130	0	0	0
Zfp282	21.666667	0	130	0	0	0	0	0
Wdr33	21.666667	0	130	0	0	0	0	0
Vwa3b	21.666667	0	0	0	0	0	130	0
Ubxn2b	21.666667	0	130	0	0	0	0	0
Tsr2	21.666667	0	0	0	0	0	130	0
Trpc4ap	21.666667	0	0	0	0	0	130	0
Timm8a1	21.666667	0	0	0	0	0	130	0
Tbc1d2	21.666667	0	130	0	0	0	0	0
Syngap1	21.666667	0	0	0	0	0	130	0
Rbm3	21.666667	0	130	0	0	0	0	0
Pyy	21.666667	0	130	0	0	0	0	0
Prxl2c	21.666667	0	0	0	0	0	130	0
Pln	21.666667	0	0	0	0	0	130	0
Plaat3	21.666667	0	130	0	0	0	0	0
Nupr1	21.666667	0	0	0	0	0	130	0
Lmx1b	21.666667	0	0	0	130	0	0	0
Hspbp1	21.666667	0	130	0	0	0	0	0
Fn3krp	21.666667	0	130	0	0	0	0	0
Ermap	21.666667	0	0	0	0	0	130	0
Efcab3	21.666667	0	130	0	0	0	0	0
Dppa3	21.666667	0	0	0	0	130	0	0
Dnajc10	21.666667	0	0	0	0	0	130	0
Dcp1b	21.666667	0	0	0	0	0	130	0
Cyp2c69	21.666667	0	0	0	130	0	0	0
Cuta	21.666667	0	0	0	0	0	130	0
Cdkn2aip	21.666667	0	0	0	0	0	130	0
Carmil2	21.666667	0	130	0	0	0	0	0
Bax	21.666667	0	130	0	0	0	0	0
Arhgap25	21.666667	0	0	0	0	0	130	0
Arfgap1	21.666667	0	130	0	0	0	0	0
Ankle1	21.666667	0	130	0	0	0	0	0
Zfp292	21.500000	0	129	0	0	0	0	0
Xaf1	21.500000	0	129	0	0	0	0	0
Tmem216	21.500000	0	0	0	0	0	129	0
Tmem120a	21.500000	0	129	0	0	0	0	0
Smyd4	21.500000	0	129	0	0	0	0	0
Smu1	21.500000	0	129	0	0	0	0	0
Rpa1	21.500000	0	129	0	0	0	0	0
Rnf138	21.500000	0	129	0	0	0	0	0
Prss52	21.500000	0	129	0	0	0	0	0
Prr36	21.500000	0	0	0	0	129	0	0
Pou2af1	21.500000	0	129	0	0	0	0	0
Pgr15l	21.500000	0	0	0	0	129	0	0
Olfr66	21.500000	0	0	0	0	0	129	0
Dnase1l3	21.500000	0	129	0	0	0	0	0
Crocc	21.500000	0	129	0	0	0	0	0
Commd8	21.500000	0	129	0	0	0	0	0
Antxr2	21.500000	0	0	0	0	0	129	0
Zswim6	21.333333	0	128	0	0	0	0	0
Zranb2	21.333333	0	128	0	0	0	0	0
Ulk3	21.333333	0	128	0	0	0	0	0
Tut7	21.333333	0	128	0	0	0	0	0
Tpst1	21.333333	0	128	0	0	0	0	0
Syngr2	21.333333	0	128	0	0	0	0	0
Sqle	21.333333	0	128	0	0	0	0	0
Spn	21.333333	0	0	0	0	0	128	0
Snu13	21.333333	0	128	0	0	0	0	0
Slc37a4	21.333333	0	0	0	0	0	128	0
Slc35e2	21.333333	0	0	0	0	0	128	0
Rpl39	21.333333	0	128	0	0	0	0	0
Rnf166	21.333333	0	128	0	0	0	0	0
Pgpep1	21.333333	0	128	0	0	0	0	0
Nectin3	21.333333	0	0	0	0	128	0	0
Mthfs	21.333333	0	128	0	0	0	0	0
Lrp2bp	21.333333	0	0	0	0	128	0	0
Lgals2	21.333333	0	0	0	128	0	0	0
Klk1b1	21.333333	0	128	0	0	0	0	0
Igfbp4	21.333333	0	128	0	0	0	0	0
Gbp8	21.333333	0	128	0	0	0	0	0
