Target_genes	Smad3|Average	SRX14617681|CH12	SRX14617689|CH12	SRX14617690|CH12	SRX14617691|CH12	SRX14617703|CH12	SRX14617704|CH12	SRX9912241|CH12	SRX9912242|CH12	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|ES_cells	SRX026255|ES_cells	SRX026256|ES_cells	SRX026257|ES_cells	SRX477547|ES_cells	SRX5251387|ES_cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	SRX15279811|TCMK-1	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Tmem204	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex11a	10.500000	83	0	0	0	0	0	116	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageh1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	85	0	131	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b8	10.500000	139	0	0	0	101	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il20ra	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Gabra1	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	106	95	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
Elovl3	10.500000	0	0	0	0	99	81	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp804a	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	86	159	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Selp	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	141	0	110	0
Rag2	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	127	0	66	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0
Osbpl7	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	105	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
Igfbp4	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	105	119	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Ahrr	10.468750	0	0	0	0	0	0	0	0	0	0	0	0	105	130	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Eral1	10.437500	0	0	0	0	0	0	0	0	0	0	0	0	98	89	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin2	10.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	108	0
Bmp8b	10.437500	0	0	0	0	0	0	0	0	0	0	0	0	108	138	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	92	109	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmnat2	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	92	121	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Neurod4	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlkl	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	103	123	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Gm2832	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	119	128	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf7	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	116	76	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cts6	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bche	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	79	89	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aig1	10.406250	0	0	0	0	0	0	0	0	0	0	0	0	99	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vash2	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	132	126	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0
Sycp3	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	177	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6c	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0
Qrfpr	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	180	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4htm	10.375000	94	0	0	0	0	0	64	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxpe5	10.375000	0	0	0	0	111	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Irx4	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	113	135	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
B230307C23Rik	10.375000	0	0	0	0	0	0	158	0	0	0	0	0	99	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrp	10.343750	0	0	0	0	0	0	0	0	0	0	0	0	169	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rln1	10.343750	0	0	0	0	0	0	0	0	0	0	0	0	95	124	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0
Zfp516	10.312500	0	0	0	0	0	0	0	0	0	0	0	0	99	99	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt4	10.312500	0	0	0	0	0	0	0	0	0	0	0	0	71	154	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnah9	10.312500	0	0	0	0	0	0	0	0	0	0	0	0	105	58	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5b	10.312500	0	0	0	0	0	0	0	0	0	0	0	0	122	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx5	10.281250	0	0	0	0	0	0	0	0	0	0	0	0	168	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rac2	10.281250	97	0	0	0	149	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pxmp4	10.281250	0	0	0	0	0	0	138	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pank1	10.281250	0	0	0	0	0	0	0	0	0	0	0	0	77	168	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
Klrb1b	10.281250	202	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsit	10.281250	0	0	0	0	0	0	0	0	0	0	0	0	99	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer2	10.281250	0	0	0	0	0	0	0	0	0	0	0	0	107	123	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Slc10a6	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leng9	10.250000	104	0	0	0	73	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daxx	10.250000	102	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angpt1	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	168	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kl	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	104	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kazald1	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	0	166	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itih5	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	127	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa7	10.218750	103	0	0	0	0	0	160	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dner	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	120	93	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art1	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	102	126	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0
Actg2	10.218750	0	0	0	0	0	0	0	0	0	0	0	0	197	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efnb1	10.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	102	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Sstr5	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	188	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shroom4	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Prss48	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	128	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin7a	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	95	130	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Irf4	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	125	109	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Gm5134	10.156250	103	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpep3	10.156250	0	0	122	84	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdcp1	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	109	137	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Adcy8	10.156250	0	0	0	0	0	0	0	0	0	0	0	0	125	108	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1l3	10.125000	0	0	0	0	0	0	0	0	0	0	0	0	94	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovol2	10.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Lsamp	10.125000	0	0	0	0	0	0	0	0	0	0	0	0	99	116	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glod5	10.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fas	10.125000	122	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
Zdhhc8	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	157	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Tmem8b	10.093750	0	0	0	0	0	0	66	0	0	0	0	0	123	64	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
Phactr1	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	93	130	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Pbx4	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	76	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcub	10.093750	95	0	0	0	112	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnf1	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	99	137	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
Isl2	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	155	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgn3	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	116	120	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
H2bu2	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	97	130	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Grin3a	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	180	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghsr	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	92	68	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Fam221b	10.093750	0	0	0	0	0	0	66	0	0	0	0	0	123	64	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
Camk2b	10.093750	0	0	0	0	0	0	0	0	0	0	0	0	121	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp648	10.062500	0	0	0	0	0	0	0	0	0	0	0	0	96	83	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a18	10.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jph3	10.062500	0	0	0	0	0	0	0	0	0	0	0	0	103	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Henmt1	10.062500	0	0	0	0	0	0	0	0	0	0	0	0	105	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbgt1	10.062500	161	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp607a	10.031250	0	0	0	0	0	0	0	0	0	0	0	0	145	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc14	10.031250	0	0	0	0	0	0	0	0	0	0	0	0	105	131	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tap2	10.031250	0	0	0	0	107	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Rp2	10.031250	0	0	0	0	0	0	76	0	0	0	0	0	0	145	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Leng1	10.031250	0	0	0	0	0	0	0	0	0	0	0	0	0	202	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut4	10.031250	0	0	0	0	0	0	0	0	0	0	0	0	98	132	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Rxrg	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	96	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf11b	10.000000	167	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamp5	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	101	102	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
C2	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	175	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upk3bl	9.968750	0	0	0	0	0	0	0	0	0	0	0	0	125	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gng8	9.968750	0	0	0	0	0	85	0	0	0	0	0	0	83	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930009A15Rik	9.968750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase9	9.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto1	9.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	208	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads6	9.937500	0	0	0	0	0	0	0	0	0	0	0	0	144	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk33	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	141	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smoc2	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	180	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppcdc	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0
Olfr461	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	149	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mocs1	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	66	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Hoga1	9.906250	0	0	0	0	0	0	0	0	0	0	0	0	134	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp456	9.875000	99	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35d2	9.875000	89	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Sema4g	9.875000	0	0	0	0	0	0	0	0	0	0	0	0	129	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ripply2	9.875000	0	0	0	0	0	0	0	0	0	0	0	0	147	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss41	9.875000	85	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Pla1a	9.875000	173	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs3	9.875000	0	0	0	0	0	0	0	0	0	0	0	0	153	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap54	9.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r4	9.843750	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugcg	9.843750	0	0	0	0	0	0	0	0	0	0	0	0	98	114	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a	9.843750	0	0	0	0	0	0	0	0	0	0	0	0	0	123	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Lrrc72	9.843750	150	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l2	9.843750	0	0	0	0	0	0	0	0	0	0	0	0	239	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd74	9.843750	121	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btk	9.843750	0	0	0	0	0	0	0	0	0	0	0	0	0	123	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
Uba1	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Tmprss11d	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	105	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rap1a	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	132	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhm2	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0
Hydin	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	138	76	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Defb1	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coa3	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	78	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cntd1	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	78	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam12	9.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	105	111	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Scn3b	9.781250	0	0	0	0	0	0	0	0	0	0	0	0	0	154	82	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0
Palmd	9.781250	0	0	0	0	0	0	0	0	0	0	0	0	0	176	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3604	9.781250	0	0	0	0	0	0	109	0	0	0	0	0	0	102	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Dspp	9.781250	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna2d4	9.781250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rai2	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	92	120	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
Nfasc	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	115	115	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q1	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	108	75	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0
Chrna4	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	125	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a3	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	119	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgdr	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	177	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1154	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	119	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Necab3	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	90	113	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mb	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhb9	9.718750	0	0	0	0	0	0	0	0	0	0	0	0	119	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk16	9.687500	111	0	0	0	0	0	0	0	0	0	0	0	0	88	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shkbp1	9.687500	0	0	0	0	0	0	0	0	0	0	0	0	104	120	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pstpip2	9.687500	82	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
Matn1	9.687500	151	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l	9.687500	111	0	0	0	0	0	0	0	0	0	0	0	0	88	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doc2a	9.687500	0	0	0	0	0	0	0	0	0	0	0	0	112	101	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc80	9.687500	102	0	0	0	81	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfpi2	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	172	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myzap	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	92	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnip1	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	149	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hykk	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	127	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fads3	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	134	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlg3	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	141	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr2	9.656250	189	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl9	9.656250	0	0	0	0	0	0	0	0	0	0	0	0	0	81	61	0	0	0	0	0	87	0	0	0	0	0	0	0	0	80	0	0	0
Samd9l	9.625000	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycard	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	106	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid1	9.625000	107	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
Myf5	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mndal	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	147	0	0	0	0	0	0	0
Mmp23	9.625000	0	0	0	0	0	0	0	0	0	0	0	0	115	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyctk	9.625000	0	0	0	0	81	0	0	0	0	0	0	0	66	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
