Target_genes	FOXO1|Average	SRX1012536|B_cells	SRX1012537|B_cells	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX10475880|Hep_G2	SRX10475881|Hep_G2	SRX3230384|Hep_G2	SRX5548891|HUVEC	SRX5548892|HUVEC	SRX359830|LoVo	SRX9674621|Myoblasts	SRX9674623|Myoblasts	SRX9674625|Myoblasts	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	SRX9674615|RH-30	SRX9674611|Rh-4	SRX9674613|Rh-4	SRX9674619|SMS-CTR	SRX7570799|SU-DHL-4	SRX7570800|SU-DHL-4	SRX7570801|SU-DHL-4	SRX9674617|Unclassified	STRING
IRF8	10.360000	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
FOXA1	10.360000	0	0	0	0	0	0	114	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM131A	10.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0
CYSRT1	10.360000	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	95	0	0	0	0	0	0	0	0	0
ZNF221	10.320000	0	0	0	0	0	0	138	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A5	10.320000	0	0	0	0	0	0	87	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3G	10.320000	0	0	0	0	0	0	125	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNH1	10.320000	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0
PPP2R2B	10.320000	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	182	0	0	0	0	0	0	0	0	0
MSRB2	10.320000	0	0	0	0	0	79	92	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCIDAS	10.320000	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0
FRZB	10.320000	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD7	10.320000	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
DAZL	10.320000	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BUB3	10.320000	0	0	0	0	0	0	108	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIFAB	10.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
SPSB1	10.280000	0	0	0	0	0	131	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF2	10.280000	0	0	0	0	0	0	169	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR7	10.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0
PDK3	10.280000	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
NUP85	10.280000	0	0	0	0	0	0	156	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3C8	10.280000	0	0	0	0	0	0	167	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BC10	10.280000	0	0	0	0	0	0	167	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM184B	10.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0
DCANP1	10.280000	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
COLCA2	10.280000	0	0	0	0	0	0	151	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSB2	10.240000	0	0	0	0	0	0	0	158	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR90	10.240000	0	0	0	0	0	0	103	65	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
MAGEB16	10.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0
LGALS9C	10.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0
HGC6.3	10.240000	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPS8L1	10.240000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0
EIF2S3	10.240000	0	0	0	0	0	0	0	75	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDF1	10.240000	0	0	0	0	0	0	177	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLEC1	10.240000	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0
DENND2C	10.240000	0	0	0	0	0	0	136	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42	10.240000	0	0	0	0	0	0	91	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM184A	10.200000	0	0	0	0	0	0	95	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAPIN	10.200000	0	0	0	0	0	0	88	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC40A1	10.200000	0	0	0	0	0	0	149	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2L13	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0
OR2AJ1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0
NTRK3	10.200000	0	0	0	0	0	0	0	0	0	0	152	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0
ISLR2	10.200000	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
HAMP	10.200000	0	0	0	0	0	0	139	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC7	10.200000	0	0	0	0	0	0	166	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF5	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0
C10orf120	10.200000	0	0	0	0	0	0	0	0	0	0	106	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
ASIC1	10.200000	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0
AIF1L	10.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0
ZMYND15	10.160000	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
VPS13D	10.160000	0	0	0	0	0	0	136	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD21L1	10.160000	0	0	0	0	0	0	146	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PECAM1	10.160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0
NAV1	10.160000	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
IL33	10.160000	0	0	0	0	0	0	133	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC28	10.160000	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
CXCL16	10.160000	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
CSTB	10.160000	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
CATSPERB	10.160000	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM258	10.120000	0	0	0	0	0	0	111	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM121	10.120000	0	0	0	0	0	0	94	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO3	10.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	185	0	0	0	0	0	0	0	0	0
MYOM2	10.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	144	0	0	0	0	0	0	0	0	0
LRPAP1	10.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
H4C13	10.120000	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
H3C11	10.120000	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
FEN1	10.120000	0	0	0	0	0	0	111	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTDSPL	10.120000	0	0	0	0	0	0	136	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EPL	10.120000	0	0	0	0	0	124	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3F	10.120000	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0
ANKS1B	10.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
ADAMTS7	10.120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
ZNF365	10.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	101	0	0	0	0	0	0	0	0	0
ZIK1	10.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0
SERTAD3	10.080000	0	0	0	0	0	0	81	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA7	10.080000	0	0	0	0	0	0	0	161	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB2	10.080000	0	0	0	0	0	0	132	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTPCR	10.080000	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0
EHMT1	10.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0
CFP	10.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0
BAALC	10.080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0
ZNF747	10.040000	0	0	0	0	0	0	144	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM191B	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	118	0	0
SPSB4	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	156	0	0	0	0	0	0	0	0	0
RHBDL1	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0
RGS19	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0
NUDT5	10.040000	0	0	0	0	0	0	160	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDST3	10.040000	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQUB	10.040000	0	0	0	0	0	0	129	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNDC1	10.040000	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP72	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0
CDC123	10.040000	0	0	0	0	0	0	160	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHA9	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
ADCY1	10.040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0
SLC1A3	10.000000	0	0	0	0	0	0	0	0	0	0	100	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
RAB26	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0
PPP2R1B	10.000000	0	0	0	0	0	0	108	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R36	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0
PDK4	10.000000	0	0	0	0	0	0	101	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP9	10.000000	0	0	0	0	0	0	140	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH11	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	75	0	0	0	0
MYDGF	10.000000	0	0	0	0	0	0	114	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLIP	10.000000	0	0	0	0	0	0	0	0	0	0	101	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
KCNK13	10.000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
GH1	10.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
FGF7	10.000000	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX3L	10.000000	0	0	0	0	0	0	140	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COPZ2	10.000000	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
CACNB4	10.000000	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0
AK2	10.000000	0	0	0	0	0	0	124	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAP1L1	9.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0
SBNO1	9.960000	0	0	0	0	0	0	0	96	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLP1R	9.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0
DSCAM	9.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
CMC2	9.960000	0	0	0	0	0	0	0	108	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
CCDC182	9.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0
C5AR2	9.960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0
SPAG6	9.920000	0	0	0	0	0	0	111	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHMT2	9.920000	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
RASA4B	9.920000	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRELP	9.920000	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-5	9.920000	0	0	0	0	0	0	0	0	0	0	117	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
MSN	9.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0
LAMTOR3	9.920000	0	0	0	0	0	0	110	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR141	9.920000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	140	0	0
ELOF1	9.920000	0	0	0	0	0	0	133	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPN2	9.920000	0	0	0	0	0	0	126	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCK1	9.880000	0	0	0	0	0	0	114	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST18	9.880000	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT6	9.880000	0	0	0	0	0	0	106	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLIN1	9.880000	0	0	0	0	0	0	0	111	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3A	9.880000	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
PCGF3	9.880000	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
NNAT	9.880000	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0
ISLR	9.880000	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL26	9.880000	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
GIT1	9.880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0
FGF18	9.880000	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0
ETNPPL	9.880000	0	0	0	0	0	0	78	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN10	9.880000	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0
ANGPTL1	9.880000	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA18	9.840000	0	0	0	0	0	0	122	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A2	9.840000	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPL	9.840000	0	0	0	0	0	0	82	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPD	9.840000	0	0	0	0	0	0	77	83	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0
IL31RA	9.840000	0	0	0	0	0	0	0	0	0	0	163	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0
IGSF9B	9.840000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0
GLMP	9.840000	0	0	0	0	0	0	90	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM81B	9.840000	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCT	9.840000	0	0	0	0	0	0	145	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP152	9.840000	0	0	0	0	0	0	0	131	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMC1A	9.800000	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCG	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
RNF8	9.800000	0	0	0	0	0	0	162	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBC1	9.800000	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R4	9.800000	0	0	0	0	0	0	91	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFAP	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0
FOXD4L6	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0
EDIL3	9.800000	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0
CYSLTR1	9.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0
CKMT1A	9.800000	0	0	0	0	0	0	110	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDBF2	9.760000	0	0	0	0	0	0	150	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP20	9.760000	0	0	0	0	0	0	144	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX21	9.760000	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
SKOR2	9.760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0
RPS28	9.760000	0	0	0	0	0	0	156	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS3	9.760000	0	0	0	0	0	0	87	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
PSMC6	9.760000	0	0	0	0	0	0	143	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIANP	9.760000	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	134	0	0	0	0	0	0	0	0	0
PHPT1	9.760000	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
OAS3	9.760000	0	0	0	0	0	0	81	78	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA7	9.760000	0	0	0	0	0	0	156	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAMDC4	9.760000	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
LHFPL6	9.760000	0	0	0	0	0	0	0	0	0	0	130	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
IDH2	9.760000	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0
GPR87	9.760000	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLRT2	9.760000	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	118	0	0	0	0	0	0	0	0	0
DDX25	9.760000	0	0	0	0	0	0	87	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
C17orf64	9.760000	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
WDR3	9.720000	0	0	0	0	0	0	143	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3IP3	9.720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
SLC22A13	9.720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
PTPRQ	9.720000	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	9.720000	0	0	0	0	0	0	155	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSTC	9.720000	0	0	0	0	0	0	131	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPAR1	9.720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
LGALS9	9.720000	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF19	9.720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
HEPH	9.720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
GDAP2	9.720000	0	0	0	0	0	0	143	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPYC	9.720000	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGREF1	9.720000	0	0	0	0	0	0	136	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC34	9.720000	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
CD74	9.720000	0	0	0	0	0	0	111	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf39	9.720000	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0
ABHD1	9.720000	0	0	0	0	0	0	136	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF528	9.680000	0	0	0	0	0	0	100	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTBK1	9.680000	0	0	0	0	0	0	95	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR4	9.680000	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
PCDHGC3	9.680000	0	0	0	0	0	0	0	0	0	0	123	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
LUM	9.680000	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0
GNRHR	9.680000	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADD45GIP1	9.680000	0	0	0	0	0	0	137	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	9.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0
FOXD4L1	9.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0
CORO1B	9.680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0
ARCN1	9.680000	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
ZNF215	9.640000	160	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM16	9.640000	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
REN	9.640000	0	0	0	0	0	0	147	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPC1	9.640000	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF7	9.640000	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH1	9.640000	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXB2	9.640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0
